,x-box,y-box,width,high ,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,letter_a
9713,5,8,7,7,7,7,9,5,5,7,7,10,5,9,9,10,0
9714,3,7,4,5,4,8,5,7,3,6,7,8,3,7,6,9,0
9715,7,9,9,8,10,7,8,5,6,8,6,8,7,7,8,8,0
9716,4,5,5,4,3,8,7,3,9,6,6,8,2,8,6,9,0
9717,4,5,4,7,2,3,13,8,1,11,6,3,1,10,4,8,0
9718,3,6,4,4,4,8,7,6,2,7,6,11,3,8,7,10,0
9719,4,6,6,7,7,8,9,5,5,7,5,8,5,8,8,6,0
9720,3,7,3,5,1,0,0,6,6,0,1,5,0,8,0,8,0
9721,7,9,8,5,4,7,8,3,4,6,9,6,9,11,3,5,0
9722,1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8,0
9723,3,7,5,5,5,5,7,3,6,7,6,12,2,10,8,6,0
9724,4,8,5,6,2,5,10,2,2,8,12,8,2,11,0,8,0
9725,3,7,4,5,3,7,7,8,5,7,7,8,3,8,3,8,0
9726,5,8,8,6,4,5,8,2,8,11,10,10,3,8,3,6,0
9727,3,8,5,6,1,6,8,4,3,7,14,8,3,10,0,8,0
9728,4,7,6,5,9,8,7,5,2,7,7,8,10,10,3,8,0
9729,3,7,5,5,3,8,8,5,5,8,5,7,3,7,5,10,0
9730,2,3,4,2,1,9,6,3,5,14,6,10,0,7,0,8,0
9731,6,8,6,6,3,4,10,1,8,11,10,6,2,11,4,3,0
9732,6,10,7,8,7,8,7,9,4,7,6,8,3,8,3,7,0
9733,2,1,2,3,2,5,9,4,4,9,8,5,1,10,3,7,0
9734,1,0,2,1,0,7,7,11,1,7,6,8,3,8,0,8,0
9735,9,10,9,8,4,3,8,6,8,12,11,10,3,9,2,6,0
9736,1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8,0
9737,3,5,3,6,3,8,8,5,3,8,8,10,3,9,6,8,0
9738,3,4,5,3,3,8,8,3,5,9,4,7,2,6,4,10,0
9739,3,8,4,6,4,7,7,12,1,6,6,8,5,8,0,8,0
9740,5,6,6,6,6,8,6,5,4,6,6,8,4,8,1,7,0
9741,2,1,3,2,1,7,7,7,6,7,6,8,2,8,3,8,0
9742,2,4,4,3,2,6,8,2,8,11,7,9,2,8,4,8,0
9743,7,11,7,6,4,8,9,5,3,11,5,4,4,11,6,5,0
9744,4,8,6,6,7,8,7,3,5,7,7,9,7,9,6,6,0
9745,7,10,8,8,6,7,8,3,6,10,5,7,2,8,5,8,0
9746,2,3,4,4,0,7,10,1,3,7,12,8,1,11,0,8,0
9747,6,10,8,8,9,7,7,6,2,7,8,8,6,8,4,8,0
9748,1,1,3,2,1,5,10,1,6,9,11,9,1,11,2,8,0
9749,3,5,5,7,1,7,10,1,3,7,12,8,1,11,0,8,0
9750,2,4,3,3,2,7,7,2,7,11,7,9,2,8,4,8,0
9751,4,10,6,7,3,4,13,4,4,13,8,3,1,10,2,5,0
9752,5,9,5,4,3,8,6,4,6,8,5,7,5,9,5,7,0
9753,2,3,2,2,2,7,7,5,7,7,6,9,2,8,5,10,0
9754,2,3,4,2,2,6,7,2,6,10,8,11,3,8,2,8,0
9755,2,4,3,3,2,5,10,4,5,10,9,5,1,10,3,6,0
9756,4,4,5,6,2,7,7,4,15,9,6,8,0,8,8,8,0
9757,5,8,7,6,5,9,8,3,7,10,4,5,2,8,6,10,0
9758,4,10,6,8,8,8,7,5,6,7,6,8,7,6,7,7,0
9759,6,6,6,8,3,7,8,15,0,7,5,8,3,8,0,8,0
9760,3,8,4,6,4,7,7,13,1,7,6,8,3,8,0,8,0
9761,5,8,5,6,2,4,9,5,7,12,11,8,3,9,1,6,0
9762,7,8,9,10,11,8,10,2,4,7,9,6,6,9,7,5,0
9763,4,4,6,6,7,9,4,5,3,7,7,8,5,9,4,8,0
9764,6,9,6,4,4,8,7,3,5,9,4,8,6,7,6,8,0
9765,3,11,4,9,4,10,7,1,7,11,3,7,0,7,1,7,0
9766,6,8,8,7,9,7,9,4,3,7,5,8,12,8,5,7,0
9767,3,8,5,6,2,7,8,1,6,14,5,8,1,7,0,7,0
9768,4,5,5,3,2,4,12,2,3,9,11,7,4,11,1,7,0
9769,1,3,3,2,2,8,8,2,5,10,6,6,2,8,4,8,0
9770,3,11,5,8,4,8,5,3,0,7,1,8,2,7,3,8,1
9771,3,7,5,5,7,9,8,4,3,6,7,7,5,11,7,7,0
9772,5,4,7,7,4,8,8,4,2,7,8,8,9,9,0,8,0
9773,3,2,4,3,2,6,8,6,7,7,9,9,3,9,1,8,0
9774,2,1,3,1,2,6,7,4,8,7,6,10,3,8,5,8,0
9775,3,8,5,6,5,7,7,4,8,7,7,8,3,8,5,10,0
9776,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0
9777,6,11,9,8,5,8,8,2,7,10,4,8,3,8,3,9,0
9778,4,10,7,8,5,12,3,2,2,9,2,9,2,6,2,8,1
9779,4,11,6,8,5,5,6,5,8,6,7,12,3,8,6,10,0
9780,4,5,5,7,2,7,5,14,5,7,14,8,3,9,0,8,0
9781,3,5,6,4,3,9,8,4,6,9,5,6,3,7,4,9,0
9782,3,9,4,6,4,7,7,6,9,7,7,9,3,8,6,9,0
9783,6,7,6,5,4,5,9,1,8,9,9,5,2,9,4,4,0
9784,4,11,6,8,4,5,3,3,9,6,1,8,1,6,3,6,0
9785,5,5,6,8,4,5,10,9,3,7,5,8,3,8,6,11,0
9786,4,11,5,8,2,8,6,3,7,15,5,9,1,6,1,7,0
9787,2,7,4,5,2,7,11,2,3,6,11,9,2,10,1,8,0
9788,1,0,1,0,0,3,12,4,2,11,8,6,0,8,2,7,0
9789,2,4,4,3,2,7,7,2,6,10,5,9,4,7,2,8,0
9790,2,1,3,2,2,6,7,4,7,7,6,10,3,8,5,9,0
9791,5,8,7,6,6,8,6,6,5,7,7,8,8,5,2,8,0
9792,4,8,5,6,3,7,7,4,4,7,6,8,3,8,4,8,0
9793,2,6,4,4,2,8,7,2,9,11,5,9,1,8,5,8,0
9794,7,10,10,7,8,7,8,2,6,10,7,8,5,9,4,8,0
9795,3,8,4,6,4,7,7,12,1,6,6,8,5,8,0,8,0
9796,9,13,8,7,4,7,5,6,7,3,9,7,5,9,3,6,0
9797,5,10,6,8,3,2,2,5,8,1,0,6,0,7,1,6,0
9798,6,6,6,4,3,3,9,5,7,10,10,10,3,9,2,6,0
9799,4,3,4,4,2,6,9,8,4,6,5,8,2,8,5,10,0
9800,5,9,8,8,10,7,7,5,4,7,6,8,7,10,9,5,0
9801,4,8,6,6,3,4,8,3,7,11,11,11,3,8,4,5,0
9802,4,7,5,5,2,7,4,13,5,7,15,8,3,9,0,8,0
9803,5,10,7,8,5,6,11,1,6,13,7,5,1,10,2,7,0
9804,2,5,4,4,2,4,12,4,4,13,8,5,1,10,1,7,0
9805,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8,0
9806,6,8,7,7,6,8,6,4,5,7,7,8,3,8,8,10,0
9807,1,0,1,0,0,2,1,6,4,0,3,4,0,8,0,8,0
9808,6,9,6,6,6,5,10,3,3,9,7,7,6,11,2,7,0
9809,9,10,9,7,6,2,10,2,4,11,11,9,7,10,1,7,0
9810,6,9,8,6,6,8,8,6,5,5,8,8,3,8,9,6,0
9811,3,5,5,5,4,8,5,5,5,7,7,8,2,8,8,11,0
9812,5,9,6,6,5,7,7,8,4,7,6,9,3,8,4,7,0
9813,7,10,5,5,4,7,6,3,2,8,6,8,4,9,9,8,0
9814,4,11,4,8,3,3,7,6,10,7,6,14,0,8,8,7,0
9815,3,8,6,6,6,8,7,1,4,10,6,7,5,9,4,5,0
9816,3,4,4,3,2,6,7,4,4,9,7,9,2,8,5,10,0
9817,2,4,4,3,2,7,9,4,3,11,4,4,1,10,2,8,0
9818,3,5,5,3,2,4,8,5,7,12,9,11,1,9,3,7,0
9819,6,9,5,7,4,3,11,2,2,9,10,8,3,11,1,7,0
9820,4,10,5,8,6,7,6,10,0,7,8,8,7,5,0,8,0
9821,2,3,3,2,1,7,12,2,2,7,11,8,2,10,1,8,0
9822,4,8,5,6,5,8,5,7,4,7,6,8,4,7,6,10,0
9823,4,7,6,5,4,9,6,4,6,10,5,6,2,8,6,10,0
9824,5,9,7,7,8,7,7,3,4,6,6,9,7,7,8,7,0
9825,7,11,7,6,5,7,7,3,4,9,8,8,7,10,6,8,0
9826,2,7,4,5,2,12,3,4,3,12,2,9,2,6,3,9,1
9827,6,11,8,8,5,5,7,5,5,5,7,7,3,6,4,7,0
9828,4,9,6,7,3,4,2,8,7,1,2,3,1,6,1,6,0
9829,2,6,2,4,2,5,10,7,3,7,4,9,2,6,5,11,0
9830,3,10,4,7,1,7,14,0,6,7,11,8,0,8,0,8,0
9831,2,1,3,2,1,7,8,7,6,9,7,11,1,9,3,10,0
9832,6,9,6,7,4,3,9,1,6,10,11,7,1,11,3,5,0
9833,5,8,8,6,5,10,5,3,5,9,4,7,8,6,2,9,0
9834,2,1,2,2,1,6,7,4,8,7,6,11,3,8,5,9,0
9835,3,6,4,4,2,5,11,1,5,13,7,5,1,10,1,7,0
9836,1,1,2,1,0,6,7,6,9,7,6,15,0,8,4,10,0
9837,1,0,1,0,0,8,7,6,2,6,6,9,2,8,2,8,0
9838,7,13,6,7,5,11,4,4,6,11,4,8,4,8,8,11,0
9839,4,5,4,7,4,7,7,12,2,7,9,8,8,5,0,8,0
9840,8,12,7,6,4,8,8,2,5,10,5,6,3,8,7,8,0
9841,4,3,5,4,2,7,8,8,8,7,7,7,3,8,4,8,0
9842,4,8,6,6,3,9,7,1,8,10,3,7,2,8,3,8,0
9843,3,7,5,5,2,8,7,2,10,11,5,9,1,8,6,9,0
9844,3,4,4,6,2,7,6,15,2,7,8,8,3,8,0,8,0
9845,6,9,5,4,3,8,7,4,3,9,8,10,4,8,7,11,0
9846,7,10,7,8,5,6,6,7,7,10,7,11,2,9,5,9,0
9847,5,7,7,5,3,7,8,4,1,6,8,8,8,9,0,8,0
9848,4,6,6,4,3,10,7,3,5,10,2,5,5,9,1,8,0
9849,4,10,6,8,3,7,6,8,8,6,6,9,2,8,6,11,0
9850,2,7,2,5,1,0,2,5,6,0,0,7,0,8,0,8,0
9851,4,8,5,6,4,7,7,3,8,5,6,8,3,8,6,8,0
9852,5,10,6,8,5,7,7,8,6,7,6,8,3,7,4,8,0
9853,2,0,2,1,0,2,0,6,4,0,3,4,0,8,0,8,0
9854,0,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
9855,3,3,4,5,4,8,7,7,3,6,5,9,3,8,5,9,0
9856,1,3,2,1,1,6,5,1,7,8,3,10,0,7,2,8,0
9857,5,11,7,9,5,6,8,5,7,6,8,9,3,9,1,8,0
9858,5,11,6,9,8,7,10,6,3,7,6,8,8,10,7,8,0
9859,9,13,9,7,6,8,9,4,4,12,4,4,5,10,6,6,0
9860,3,7,4,4,2,7,6,14,1,7,7,8,3,8,0,8,0
9861,1,0,2,0,0,8,3,2,0,7,2,8,2,6,1,8,1
9862,7,10,10,8,6,4,9,2,8,10,11,10,3,9,3,5,0
9863,2,4,4,3,2,7,2,2,1,6,2,8,2,7,3,6,1
9864,7,10,10,8,5,6,7,1,9,10,8,9,3,8,4,7,0
9865,4,9,5,7,4,6,8,9,7,7,5,7,2,8,9,10,0
9866,10,14,8,8,5,8,8,5,4,9,6,6,4,9,9,8,0
9867,4,6,6,4,6,8,8,4,3,6,6,7,7,9,7,8,0
9868,8,9,8,6,7,3,10,2,3,10,9,8,7,11,2,6,0
9869,8,11,8,6,5,9,8,4,4,12,4,4,5,10,6,7,0
9870,2,3,3,2,1,8,9,2,6,13,5,4,1,9,1,8,0
9871,2,0,2,1,0,2,1,6,5,0,2,4,0,8,0,8,0
9872,2,6,3,4,2,5,10,9,4,9,6,5,2,9,3,8,0
9873,4,11,4,8,4,6,7,10,7,7,6,7,2,8,9,10,0
9874,5,9,7,7,6,8,8,4,7,10,5,6,2,8,6,10,0
9875,7,10,9,7,6,7,8,2,9,12,6,8,1,8,6,8,0
9876,2,3,2,2,1,5,8,5,6,11,9,11,1,9,3,8,0
9877,1,0,2,1,1,6,10,7,2,7,5,8,2,7,4,9,0
9878,1,3,2,2,0,7,7,1,7,13,6,8,0,8,1,8,0
9879,3,7,5,5,2,8,9,4,2,6,13,8,3,10,0,8,0
9880,7,10,7,5,5,6,8,4,5,9,9,9,7,11,6,7,0
9881,2,1,3,2,2,7,7,5,9,6,6,8,1,8,7,8,0
9882,1,4,3,3,1,8,6,3,4,14,6,11,1,7,0,7,0
9883,2,3,3,2,1,7,8,6,6,7,9,8,3,10,1,8,0
9884,4,9,6,7,3,7,6,4,6,15,7,11,1,6,1,7,0
9885,4,9,4,7,2,0,1,4,6,1,0,7,0,8,0,8,0
9886,6,10,4,5,3,7,9,5,5,10,6,9,3,8,6,10,0
9887,3,5,4,3,2,4,8,5,7,10,9,9,3,9,2,6,0
9888,4,6,4,4,2,5,12,3,6,12,9,5,2,11,1,5,0
9889,8,11,12,8,8,5,7,3,5,10,10,10,12,6,4,8,0
9890,4,10,5,8,3,8,6,0,8,13,6,9,1,6,3,8,0
9891,3,3,5,4,2,8,2,2,2,6,2,8,2,7,2,7,1
9892,7,11,6,6,3,7,10,6,4,10,9,5,5,12,4,9,0
9893,2,5,4,4,2,8,6,3,5,14,6,11,1,6,1,7,0
9894,4,5,5,5,5,9,8,4,6,6,8,9,4,11,7,10,0
9895,3,10,5,7,2,9,13,0,6,6,10,8,0,8,0,8,0
9896,8,12,7,6,3,6,8,2,7,9,6,8,5,7,3,7,0
9897,5,10,6,8,4,8,7,6,12,7,6,7,1,8,8,8,0
9898,7,9,8,8,9,7,9,5,8,7,7,8,5,10,11,7,0
9899,5,10,7,7,6,6,7,5,6,6,5,7,3,7,5,8,0
9900,4,9,6,7,5,9,10,2,2,5,9,7,8,12,1,7,0
9901,6,12,5,7,4,7,10,3,5,11,6,4,3,10,7,6,0
9902,4,9,4,7,1,0,1,6,6,0,0,6,0,8,0,8,0
9903,2,1,3,2,1,4,4,3,8,2,1,7,0,7,1,6,0
9904,6,10,9,8,7,9,7,7,7,7,6,5,3,8,3,6,0
9905,4,11,5,8,2,6,10,1,3,7,12,8,1,11,0,8,0
9906,4,8,6,6,7,7,6,5,5,7,7,10,10,5,2,8,0
9907,7,9,10,7,8,6,7,3,5,9,8,9,10,7,3,8,0
9908,3,7,5,5,4,8,8,6,6,7,6,5,2,8,7,10,0
9909,3,9,4,7,2,7,9,0,8,14,6,5,0,9,2,7,0
9910,6,9,8,5,3,8,7,3,4,13,4,8,5,8,0,7,0
9911,4,6,4,4,2,5,9,2,8,9,10,5,1,11,4,4,0
9912,5,9,6,7,2,4,7,9,2,7,6,12,4,8,3,11,0
9913,6,9,8,6,6,11,5,2,7,11,3,7,4,7,5,11,0
9914,2,4,3,3,1,5,13,3,6,11,9,4,1,11,1,5,0
9915,4,7,6,5,2,6,11,2,6,13,7,4,1,10,2,7,0
9916,6,7,8,6,6,7,4,4,5,7,4,8,4,5,6,7,0
9917,7,11,7,6,4,10,1,4,2,11,6,14,4,5,5,11,1
9918,4,9,7,7,5,8,8,3,9,5,6,5,5,9,8,8,0
9919,6,9,6,4,3,8,5,4,5,9,4,7,4,7,5,10,0
9920,5,11,7,8,6,9,8,4,7,10,4,6,2,8,6,10,0
9921,4,9,5,8,5,8,7,3,6,6,7,9,3,8,7,8,0
9922,5,12,4,6,3,7,7,4,5,10,6,8,3,9,8,9,0
9923,2,7,3,5,2,6,7,9,6,7,6,7,2,8,8,9,0
9924,5,8,6,6,4,9,8,4,8,10,2,7,2,7,4,10,0
9925,2,4,4,3,2,8,7,3,4,9,4,7,2,7,3,10,0
9926,5,7,5,5,3,7,10,2,8,11,9,4,1,11,3,5,0
9927,2,4,3,3,3,7,8,5,5,7,5,7,2,6,4,8,0
9928,4,9,6,7,5,8,8,3,8,5,6,5,4,10,8,7,0
9929,1,3,3,2,2,8,7,2,4,10,5,7,2,8,3,9,0
9930,1,1,1,1,0,3,12,4,3,11,9,6,0,8,2,7,0
9931,5,4,6,6,7,8,8,3,3,6,8,7,5,10,5,5,0
9932,6,7,8,5,4,4,8,3,7,11,10,11,3,8,3,6,0
9933,5,8,7,6,5,10,6,3,7,10,4,7,2,8,5,11,0
9934,5,11,5,6,4,9,5,4,7,11,4,8,3,8,8,11,0
9935,3,7,4,5,3,8,7,6,4,9,5,8,3,8,3,8,0
9936,4,5,4,7,2,3,8,8,2,7,4,11,4,8,3,10,0
9937,5,9,4,4,2,7,6,4,5,4,8,7,5,8,2,7,0
9938,5,10,7,7,6,10,6,1,6,10,3,8,6,8,5,12,0
9939,7,9,10,7,6,9,6,2,7,10,3,8,7,8,6,10,0
9940,2,1,3,1,1,6,7,5,5,6,6,9,2,9,4,8,0
9941,9,14,6,8,4,7,6,5,6,8,3,8,6,8,6,8,0
9942,5,10,7,8,4,6,9,6,7,7,10,10,3,9,1,8,0
9943,4,6,7,5,6,6,9,5,6,8,7,8,6,9,7,7,0
9944,4,9,7,6,4,11,6,1,8,10,1,6,2,8,3,10,0
9945,2,7,3,5,2,7,5,12,4,7,11,8,3,9,0,8,0
9946,5,10,6,8,3,4,4,2,11,3,1,8,0,7,2,5,0
9947,3,6,5,4,2,7,10,2,7,6,12,9,2,11,2,8,0
9948,5,9,7,7,6,6,8,3,6,10,8,8,3,9,3,7,0
9949,2,8,3,6,2,8,7,2,6,11,5,9,1,6,2,5,0
9950,2,6,2,4,1,7,8,0,8,14,6,8,0,8,1,7,0
9951,4,7,5,5,4,8,8,6,7,6,5,9,3,8,3,8,0
9952,8,14,6,8,5,7,8,5,6,10,5,8,6,6,8,11,0
9953,4,9,6,7,3,6,12,3,8,8,12,8,1,11,1,7,0
9954,8,12,8,6,6,7,7,3,5,8,4,8,7,8,7,8,0
9955,3,4,4,3,2,7,7,6,7,7,6,5,2,8,3,7,0
9956,4,7,5,5,3,8,7,12,1,7,9,8,8,6,0,8,0
9957,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8,0
9958,3,5,5,3,2,6,8,2,4,11,7,7,5,8,0,7,0
9959,5,10,4,5,2,6,9,5,7,10,7,9,1,9,7,8,0
9960,7,10,7,5,3,3,9,2,1,9,10,8,8,12,1,6,0
9961,3,11,6,8,4,11,4,2,3,9,2,9,3,7,3,8,1
9962,5,9,7,6,4,7,7,8,7,7,6,9,4,8,4,9,0
9963,2,8,2,6,2,7,7,0,7,7,6,8,0,8,3,8,0
9964,5,6,5,4,3,3,11,2,3,10,11,8,2,11,1,8,0
9965,7,9,8,8,9,8,8,2,5,7,6,7,4,7,8,8,0
9966,5,9,6,7,4,7,4,3,1,7,2,8,3,8,3,8,1
9967,3,4,5,3,2,10,7,2,8,11,3,7,2,8,3,9,0
9968,7,11,5,6,3,6,9,6,8,10,7,8,1,9,7,8,0
9969,2,6,3,4,3,7,6,8,5,6,7,7,2,9,7,9,0
9970,8,15,8,8,5,4,9,3,8,11,11,9,4,9,3,5,0
9971,5,7,7,6,7,7,8,4,8,7,7,8,3,9,8,7,0
9972,3,4,4,6,2,8,7,6,9,4,6,7,0,8,9,8,0
9973,2,4,4,3,2,8,7,2,6,10,5,7,1,9,5,8,0
9974,1,3,3,2,1,6,8,2,7,11,7,9,1,8,4,9,0
9975,5,9,7,6,6,7,8,6,6,9,7,5,3,7,8,7,0
9976,6,12,5,6,3,7,3,3,5,7,2,7,3,6,5,8,0
9977,4,5,7,3,4,9,6,3,5,9,4,7,10,6,2,8,0
9978,4,10,6,8,3,8,6,3,7,15,6,10,1,6,1,7,0
9979,6,11,6,6,3,6,8,5,3,13,9,8,3,10,3,8,0
9980,5,5,6,8,2,6,7,7,11,6,6,14,1,8,4,9,0
9981,8,11,7,6,4,6,11,4,5,13,6,3,4,9,6,5,0
9982,4,7,6,5,5,7,9,6,5,8,6,8,3,10,8,10,0
9983,4,5,7,4,4,7,11,3,2,6,9,8,8,11,1,8,0
9984,4,11,6,8,9,7,7,3,5,7,7,10,7,11,8,5,0
9985,2,1,2,2,1,5,7,8,1,7,6,11,3,8,2,11,0
9986,3,9,4,6,2,0,2,4,6,1,0,8,0,8,0,8,0
9987,4,6,5,4,4,8,6,7,5,7,6,9,3,8,4,6,0
9988,7,11,10,8,11,9,3,4,4,9,6,10,6,6,11,11,0
9989,4,8,6,6,4,8,8,3,8,6,5,6,4,9,7,8,0
9990,4,5,5,4,3,7,9,5,5,7,7,7,5,9,2,6,0
9991,4,7,4,4,2,4,12,8,2,10,6,4,1,10,4,8,0
9992,3,7,5,5,4,6,7,7,6,7,10,9,3,9,4,8,0
9993,2,6,3,4,2,7,12,2,7,7,11,8,1,11,1,8,0
9994,3,5,4,4,3,8,6,4,3,5,7,7,3,9,1,7,0
9995,8,11,6,6,4,9,6,6,6,11,4,9,6,6,6,10,0
9996,5,11,6,9,4,7,7,12,2,7,9,8,9,6,0,8,0
9997,5,11,7,9,4,9,7,2,6,14,3,7,0,7,0,7,0
9998,4,9,6,7,10,8,6,6,2,7,6,8,8,11,3,9,0
9999,5,10,7,9,4,8,5,9,8,5,4,8,3,8,4,8,0
10000,6,9,9,7,6,8,8,4,1,7,9,8,7,11,0,8,0
10001,2,9,3,7,1,12,2,10,4,13,6,13,1,6,0,8,0
10002,5,10,5,5,4,7,7,4,6,8,5,7,5,10,6,6,0
10003,1,3,2,1,1,8,7,5,3,9,6,8,2,8,2,8,0
10004,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,0
10005,7,10,7,5,3,8,7,4,4,9,7,7,6,10,5,9,0
10006,2,3,2,2,2,6,8,4,5,7,6,7,2,7,3,9,0
10007,5,9,6,6,5,6,7,7,7,7,8,8,3,11,6,9,0
10008,6,6,6,8,3,7,4,15,5,7,14,8,3,9,0,8,0
10009,3,2,4,4,3,5,7,4,7,6,6,10,3,8,5,9,0
10010,6,10,5,5,2,6,5,3,7,10,4,13,2,6,6,8,0
10011,5,9,6,7,3,6,7,7,7,10,8,10,2,9,4,9,0
10012,2,6,3,4,2,7,7,4,4,7,6,7,2,8,4,8,0
10013,2,4,3,3,1,4,11,2,7,11,10,5,1,11,2,5,0
10014,3,11,3,8,4,7,7,0,8,7,6,8,0,8,3,8,0
10015,4,7,6,5,3,7,8,3,4,10,6,7,5,8,1,7,0
10016,4,7,6,10,10,8,5,4,2,8,8,9,5,9,6,8,0
10017,2,1,3,1,2,6,6,6,4,7,7,10,6,5,2,9,0
10018,2,1,3,2,2,7,8,5,7,7,6,9,2,8,5,10,0
10019,4,4,6,3,3,7,6,3,4,9,7,8,7,5,2,8,0
10020,3,5,5,4,2,6,3,2,2,5,2,7,3,4,3,8,1
10021,5,9,7,7,4,10,7,3,6,11,2,6,3,7,4,10,0
10022,9,12,9,7,6,10,6,4,5,11,2,7,6,7,5,8,0
10023,1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8,0
10024,2,4,3,3,1,11,3,3,2,11,2,9,2,6,2,9,1
10025,4,9,5,6,5,7,7,5,9,7,6,8,1,8,7,8,0
10026,4,9,5,6,5,7,6,7,6,6,8,10,2,11,9,7,0
10027,4,7,4,5,3,4,8,5,6,9,8,14,2,7,3,8,0
10028,6,11,9,8,7,9,8,4,7,9,3,8,4,5,4,11,0
10029,7,13,6,7,4,10,4,4,5,12,2,8,5,6,4,9,0
10030,4,10,4,8,1,0,1,6,6,0,0,6,0,8,0,8,0
10031,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8,0
10032,8,9,6,4,3,9,7,5,5,13,3,5,5,9,4,8,0
10033,2,6,3,4,2,7,6,6,6,7,3,10,1,8,4,10,0
10034,5,10,5,7,3,7,10,15,2,7,3,8,3,8,0,8,0
10035,7,11,7,8,5,4,8,5,8,10,9,9,3,9,2,6,0
10036,3,5,4,7,2,7,7,4,13,10,6,8,0,8,8,8,0
10037,5,11,6,9,6,8,7,8,5,7,6,7,2,8,9,8,0
10038,4,11,5,8,3,7,7,0,8,14,6,8,0,8,1,8,0
10039,6,11,8,8,6,7,6,9,6,8,6,11,4,9,4,8,0
10040,4,9,5,7,2,5,7,7,10,7,6,14,1,8,4,9,0
10041,3,6,5,4,3,8,7,4,9,6,6,6,3,8,6,7,0
10042,6,11,9,9,5,12,7,4,5,10,0,4,6,8,2,8,0
10043,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
10044,3,5,4,3,3,7,7,7,5,9,6,8,2,8,3,8,0
10045,4,6,5,5,4,7,6,4,4,6,3,6,2,7,4,7,0
10046,2,6,3,4,2,4,3,8,7,1,2,4,1,6,1,6,0
10047,4,5,5,3,2,4,13,4,3,11,11,6,3,10,1,8,0
10048,5,9,4,4,2,11,3,2,3,9,2,6,4,7,3,10,0
10049,3,6,5,5,5,6,8,6,4,7,6,8,6,9,7,8,0
10050,2,2,3,3,2,7,8,6,4,7,6,7,4,9,2,6,0
10051,6,13,6,7,3,7,6,3,4,13,7,9,3,9,3,8,0
10052,4,6,6,4,4,9,9,5,4,7,5,7,3,8,9,5,0
10053,3,5,5,3,4,8,7,3,6,9,6,6,2,8,5,9,0
10054,2,7,3,5,3,9,6,1,4,8,5,5,3,8,5,7,0
10055,1,0,1,0,0,8,7,3,6,5,6,7,0,8,7,8,0
10056,7,11,7,6,4,10,4,5,6,12,3,9,5,6,5,10,0
10057,6,9,7,7,5,7,8,8,6,10,7,9,3,8,3,8,0
10058,1,0,1,1,1,5,8,5,8,7,6,12,0,8,6,9,0
10059,3,5,6,4,3,8,10,3,4,12,4,3,1,10,3,8,0
10060,6,9,7,7,4,4,8,6,8,10,10,9,3,9,2,5,0
10061,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8,0
10062,3,8,5,6,3,12,2,3,2,11,2,9,2,6,3,9,1
10063,5,8,5,9,7,8,7,7,3,8,6,9,3,9,6,7,0
10064,2,0,2,1,1,8,7,7,4,6,6,8,2,8,3,8,0
10065,8,13,7,7,4,7,3,6,2,6,5,4,4,7,5,7,0
10066,5,9,7,7,4,5,4,2,9,6,2,8,1,6,3,6,0
10067,6,9,5,4,2,8,8,3,7,8,4,7,5,7,3,7,0
10068,4,4,6,3,3,7,7,1,8,11,7,9,2,8,3,8,0
10069,2,8,2,6,1,15,4,3,5,12,1,7,0,8,0,8,0
10070,2,2,3,3,2,7,8,5,7,7,6,9,2,8,5,10,0
10071,8,11,8,6,5,5,8,2,4,8,9,7,10,10,2,5,0
10072,4,9,6,7,3,6,13,5,2,12,5,1,1,10,3,8,0
10073,6,11,6,8,5,6,6,6,6,10,6,13,4,9,6,8,0
10074,4,5,5,4,5,7,8,4,3,6,5,8,6,8,4,7,0
10075,11,15,8,8,4,8,9,7,5,14,4,4,4,10,4,8,0
10076,3,4,5,3,2,9,6,1,8,10,4,8,2,8,3,9,0
10077,4,5,5,6,4,7,9,5,3,7,9,11,3,9,6,8,0
10078,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,0
10079,2,4,3,7,1,12,3,9,4,13,5,12,1,6,0,8,0
10080,5,4,5,6,4,6,7,9,7,7,6,7,2,8,9,10,0
10081,4,11,4,8,3,5,6,11,8,5,4,5,3,8,4,8,0
10082,6,11,8,8,8,7,8,6,4,7,5,6,5,7,7,8,0
10083,2,1,2,1,1,7,7,5,8,6,6,8,1,8,6,8,0
10084,2,4,3,3,2,9,6,3,5,10,4,5,2,8,3,8,0
10085,5,11,7,8,8,8,8,8,6,7,5,5,4,6,9,12,0
10086,4,7,5,5,5,7,9,5,4,8,6,8,3,10,8,10,0
10087,3,5,4,4,2,4,8,5,7,11,9,12,1,9,3,7,0
10088,4,9,5,7,5,7,7,13,1,7,6,8,5,8,0,7,0
